Label,No,B4,B3,B2,B1,F1,F2,F3,F4,POSB4,POSB3,POSB2,POSB1,POSF1,POSF2,POSF3,POSF4
1,29,左,掌,向,外,一,撒,，,翻,m,v,p,f,m,v,x,v
0,30,掌,向,外,一,撒,，,翻,身,v,p,f,m,v,x,v,ng
1,31,向,外,一,撒,，,翻,身,一,p,f,m,v,x,v,ng,m
1,32,外,一,撒,，,翻,身,一,招,f,m,v,x,v,ng,m,v
0,33,一,撒,，,翻,身,一,招,苍,m,v,x,v,ng,m,v,nr
1,34,撒,，,翻,身,一,招,苍,鹰,v,x,v,ng,m,v,nr,n
0,35,，,翻,身,一,招,苍,鹰,搏,x,v,ng,m,v,nr,n,v
1,36,翻,身,一,招,苍,鹰,搏,兔,v,ng,m,v,nr,n,v,n
0,37,身,一,招,苍,鹰,搏,兔,，,ng,m,v,nr,n,v,n,x
1,38,一,招,苍,鹰,搏,兔,，,向,m,v,nr,n,v,n,x,p
0,39,招,苍,鹰,搏,兔,，,向,他,v,nr,n,v,n,x,p,r
1,40,苍,鹰,搏,兔,，,向,他,后,nr,n,v,n,x,p,r,f
1,41,鹰,搏,兔,，,向,他,后,心,n,v,n,x,p,r,f,n
1,42,搏,兔,，,向,他,后,心,击,v,n,x,p,r,f,n,v
1,43,兔,，,向,他,后,心,击,去,n,x,p,r,f,n,v,v
1,44,，,向,他,后,心,击,去,。,x,p,r,f,n,v,v,x
0,45,向,他,后,心,击,去,。,/s,p,r,f,n,v,v,x,NAN
1,46,他,后,心,击,去,。,/s,/s,r,f,n,v,v,x,NAN,NAN
1,47,后,心,击,去,。,/s,/s,/s,f,n,v,v,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,郭,靖,矮,身,NAN,NAN,NAN,NAN,nr,nr,a,ng
0,1,/s,/s,/s,郭,靖,矮,身,避,NAN,NAN,NAN,nr,nr,a,ng,v
1,2,/s,/s,郭,靖,矮,身,避,让,NAN,NAN,nr,nr,a,ng,v,v
0,3,/s,郭,靖,矮,身,避,让,，,NAN,nr,nr,a,ng,v,v,x
1,4,郭,靖,矮,身,避,让,，,秋,nr,nr,a,ng,v,v,x,t
0,5,靖,矮,身,避,让,，,秋,风,nr,a,ng,v,v,x,t,n
1,6,矮,身,避,让,，,秋,风,扫,a,ng,v,v,x,t,n,v
1,7,身,避,让,，,秋,风,扫,落,ng,v,v,x,t,n,v,v
0,8,避,让,，,秋,风,扫,落,叶,v,v,x,t,n,v,v,nr
0,9,让,，,秋,风,扫,落,叶,左,v,x,t,n,v,v,nr,m
0,10,，,秋,风,扫,落,叶,左,腿,x,t,n,v,v,nr,m,n
0,11,秋,风,扫,落,叶,左,腿,盘,t,n,v,v,nr,m,n,q
1,12,风,扫,落,叶,左,腿,盘,旋,n,v,v,nr,m,n,q,n
0,13,扫,落,叶,左,腿,盘,旋,，,v,v,nr,m,n,q,n,x
1,14,落,叶,左,腿,盘,旋,，,横,v,nr,m,n,q,n,x,v
0,15,叶,左,腿,盘,旋,，,横,扫,nr,m,n,q,n,x,v,v
1,16,左,腿,盘,旋,，,横,扫,师,m,n,q,n,x,v,v,ng
1,17,腿,盘,旋,，,横,扫,师,父,n,q,n,x,v,v,ng,n
0,18,盘,旋,，,横,扫,师,父,下,q,n,x,v,v,ng,n,f
1,19,旋,，,横,扫,师,父,下,盘,n,x,v,v,ng,n,f,q
0,20,，,横,扫,师,父,下,盘,。,x,v,v,ng,n,f,q,x
1,21,横,扫,师,父,下,盘,。,/s,v,v,ng,n,f,q,x,NAN
1,22,扫,师,父,下,盘,。,/s,/s,v,ng,n,f,q,x,NAN,NAN
1,23,师,父,下,盘,。,/s,/s,/s,ng,n,f,q,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,南,希,仁,铁,NAN,NAN,NAN,NAN,ns,v,ng,n
0,1,/s,/s,/s,南,希,仁,铁,牛,NAN,NAN,NAN,ns,v,ng,n,n
0,2,/s,/s,南,希,仁,铁,牛,耕,NAN,NAN,ns,v,ng,n,n,n
1,3,/s,南,希,仁,铁,牛,耕,地,NAN,ns,v,ng,n,n,n,uv
0,4,南,希,仁,铁,牛,耕,地,，,ns,v,ng,n,n,n,uv,x
1,5,希,仁,铁,牛,耕,地,，,掌,v,ng,n,n,n,uv,x,v
0,6,仁,铁,牛,耕,地,，,掌,锋,ng,n,n,n,uv,x,v,nr
1,7,铁,牛,耕,地,，,掌,锋,截,n,n,n,uv,x,v,nr,v
1,8,牛,耕,地,，,掌,锋,截,将,n,n,uv,x,v,nr,v,d
0,9,耕,地,，,掌,锋,截,将,下,n,uv,x,v,nr,v,d,f
1,10,地,，,掌,锋,截,将,下,来,uv,x,v,nr,v,d,f,v
1,11,，,掌,锋,截,将,下,来,。,x,v,nr,v,d,f,v,x
1,12,掌,锋,截,将,下,来,。,/s,v,nr,v,d,f,v,x,NAN
0,13,锋,截,将,下,来,。,/s,/s,nr,v,d,f,v,x,NAN,NAN
1,14,截,将,下,来,。,/s,/s,/s,v,d,f,v,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,郭,靖,正,要,NAN,NAN,NAN,NAN,nr,nr,d,v
0,1,/s,/s,/s,郭,靖,正,要,收,NAN,NAN,NAN,nr,nr,d,v,v
0,2,/s,/s,郭,靖,正,要,收,腿,NAN,NAN,nr,nr,d,v,v,n
1,3,/s,郭,靖,正,要,收,腿,变,NAN,nr,nr,d,v,v,n,v
1,4,郭,靖,正,要,收,腿,变,招,nr,nr,d,v,v,n,v,v
0,5,靖,正,要,收,腿,变,招,，,nr,d,v,v,n,v,v,x
1,6,正,要,收,腿,变,招,，,南,d,v,v,n,v,v,x,ns
0,7,要,收,腿,变,招,，,南,希,v,v,n,v,v,x,ns,v
1,8,收,腿,变,招,，,南,希,仁,v,n,v,v,x,ns,v,ng
1,9,腿,变,招,，,南,希,仁,叫,n,v,v,x,ns,v,ng,v
0,10,变,招,，,南,希,仁,叫,道,v,v,x,ns,v,ng,v,q
0,11,招,，,南,希,仁,叫,道,：,v,x,ns,v,ng,v,q,x
1,12,，,南,希,仁,叫,道,：,记,x,ns,v,ng,v,q,x,n
1,13,南,希,仁,叫,道,：,记,住,ns,v,ng,v,q,x,n,v
1,14,希,仁,叫,道,：,记,住,这,v,ng,v,q,x,n,v,r
1,15,仁,叫,道,：,记,住,这,招,ng,v,q,x,n,v,r,v
0,16,叫,道,：,记,住,这,招,！,v,q,x,n,v,r,v,x
1,17,道,：,记,住,这,招,！,/s,q,x,n,v,r,v,x,NAN
0,18,：,记,住,这,招,！,/s,/s,x,n,v,r,v,x,NAN,NAN
1,19,记,住,这,招,！,/s,/s,/s,n,v,r,v,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,左,手,倏,出,NAN,NAN,NAN,NAN,m,n,zg,v
0,1,/s,/s,/s,左,手,倏,出,，,NAN,NAN,NAN,m,n,zg,v,x
1,2,/s,/s,左,手,倏,出,，,拍,NAN,NAN,m,n,zg,v,x,v
0,3,/s,左,手,倏,出,，,拍,向,NAN,m,n,zg,v,x,v,p
1,4,左,手,倏,出,，,拍,向,郭,m,n,zg,v,x,v,p,nr
1,5,手,倏,出,，,拍,向,郭,靖,n,zg,v,x,v,p,nr,nr
0,6,倏,出,，,拍,向,郭,靖,胸,zg,v,x,v,p,nr,nr,ng
1,7,出,，,拍,向,郭,靖,胸,前,v,x,v,p,nr,nr,ng,f
0,8,，,拍,向,郭,靖,胸,前,。,x,v,p,nr,nr,ng,f,x
1,9,拍,向,郭,靖,胸,前,。,/s,v,p,nr,nr,ng,f,x,NAN
0,10,向,郭,靖,胸,前,。,/s,/s,p,nr,nr,ng,f,x,NAN,NAN
1,11,郭,靖,胸,前,。,/s,/s,/s,nr,nr,ng,f,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,郭,靖,右,掌,NAN,NAN,NAN,NAN,nr,nr,f,v
0,1,/s,/s,/s,郭,靖,右,掌,立,NAN,NAN,NAN,nr,nr,f,v,v
0,2,/s,/s,郭,靖,右,掌,立,即,NAN,NAN,nr,nr,f,v,v,v
1,3,/s,郭,靖,右,掌,立,即,上,NAN,nr,nr,f,v,v,v,f
1,4,郭,靖,右,掌,立,即,上,格,nr,nr,f,v,v,v,f,n
0,5,靖,右,掌,立,即,上,格,，,nr,f,v,v,v,f,n,x
1,6,右,掌,立,即,上,格,，,这,f,v,v,v,f,n,x,r
1,7,掌,立,即,上,格,，,这,一,v,v,v,f,n,x,r,m
1,8,立,即,上,格,，,这,一,掌,v,v,f,n,x,r,m,v
1,9,即,上,格,，,这,一,掌,也,v,f,n,x,r,m,v,d
0,10,上,格,，,这,一,掌,也,算,f,n,x,r,m,v,d,v
0,11,格,，,这,一,掌,也,算,颇,n,x,r,m,v,d,v,d
1,12,，,这,一,掌,也,算,颇,为,x,r,m,v,d,v,d,p
1,13,这,一,掌,也,算,颇,为,快,r,m,v,d,v,d,p,a
1,14,一,掌,也,算,颇,为,快,捷,m,v,d,v,d,p,a,ns
0,15,掌,也,算,颇,为,快,捷,。,v,d,v,d,p,a,ns,x
1,16,也,算,颇,为,快,捷,。,/s,d,v,d,p,a,ns,x,NAN
0,17,算,颇,为,快,捷,。,/s,/s,v,d,p,a,ns,x,NAN,NAN
1,18,颇,为,快,捷,。,/s,/s,/s,d,p,a,ns,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,南,希,仁,左,NAN,NAN,NAN,NAN,ns,v,ng,m
0,1,/s,/s,/s,南,希,仁,左,掌,NAN,NAN,NAN,ns,v,ng,m,v
0,2,/s,/s,南,希,仁,左,掌,飞,NAN,NAN,ns,v,ng,m,v,n
1,3,/s,南,希,仁,左,掌,飞,出,NAN,ns,v,ng,m,v,n,v
0,4,南,希,仁,左,掌,飞,出,，,ns,v,ng,m,v,n,v,x
0,5,希,仁,左,掌,飞,出,，,拍,v,ng,m,v,n,v,x,v
1,6,仁,左,掌,飞,出,，,拍,的,ng,m,v,n,v,x,v,uj
1,7,左,掌,飞,出,，,拍,的,一,m,v,n,v,x,v,uj,m
1,8,掌,飞,出,，,拍,的,一,声,v,n,v,x,v,uj,m,n
0,9,飞,出,，,拍,的,一,声,，,n,v,x,v,uj,m,n,x
1,10,出,，,拍,的,一,声,，,双,v,x,v,uj,m,n,x,n
0,11,，,拍,的,一,声,，,双,掌,x,v,uj,m,n,x,n,v
1,12,拍,的,一,声,，,双,掌,相,v,uj,m,n,x,n,v,v
1,13,的,一,声,，,双,掌,相,交,uj,m,n,x,n,v,v,v
0,14,一,声,，,双,掌,相,交,，,m,n,x,n,v,v,v,x
0,15,声,，,双,掌,相,交,，,虽,n,x,n,v,v,v,x,zg
1,16,，,双,掌,相,交,，,虽,只,x,n,v,v,v,x,zg,d
1,17,双,掌,相,交,，,虽,只,使,n,v,v,v,x,zg,d,v
1,18,掌,相,交,，,虽,只,使,了,v,v,v,x,zg,d,v,ul
1,19,相,交,，,虽,只,使,了,三,v,v,x,zg,d,v,ul,m
1,20,交,，,虽,只,使,了,三,成,v,x,zg,d,v,ul,m,n
1,21,，,虽,只,使,了,三,成,力,x,zg,d,v,ul,m,n,n
1,22,虽,只,使,了,三,成,力,，,zg,d,v,ul,m,n,n,x
0,23,只,使,了,三,成,力,，,郭,d,v,ul,m,n,n,x,nr
1,24,使,了,三,成,力,，,郭,靖,v,ul,m,n,n,x,nr,nr
1,25,了,三,成,力,，,郭,靖,已,ul,m,n,n,x,nr,nr,d
1,26,三,成,力,，,郭,靖,已,是,m,n,n,x,nr,nr,d,v
0,27,成,力,，,郭,靖,已,是,身,n,n,x,nr,nr,d,v,ng
1,28,力,，,郭,靖,已,是,身,不,n,x,nr,nr,d,v,ng,d
1,29,，,郭,靖,已,是,身,不,由,x,nr,nr,d,v,ng,d,p
1,30,郭,靖,已,是,身,不,由,主,nr,nr,d,v,ng,d,p,b
0,31,靖,已,是,身,不,由,主,的,nr,d,v,ng,d,p,b,uj
1,32,已,是,身,不,由,主,的,向,d,v,ng,d,p,b,uj,p
0,33,是,身,不,由,主,的,向,外,v,ng,d,p,b,uj,p,f
0,34,身,不,由,主,的,向,外,跌,ng,d,p,b,uj,p,f,v
1,35,不,由,主,的,向,外,跌,出,d,p,b,uj,p,f,v,v
1,36,由,主,的,向,外,跌,出,。,p,b,uj,p,f,v,v,x
0,37,主,的,向,外,跌,出,。,/s,b,uj,p,f,v,v,x,NAN
0,38,的,向,外,跌,出,。,/s,/s,uj,p,f,v,v,x,NAN,NAN
1,39,向,外,跌,出,。,/s,/s,/s,p,f,v,v,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,他,双,手,在,NAN,NAN,NAN,NAN,r,n,n,p
1,1,/s,/s,/s,他,双,手,在,地,NAN,NAN,NAN,r,n,n,p,uv
0,2,/s,/s,他,双,手,在,地,下,NAN,NAN,r,n,n,p,uv,f
1,3,/s,他,双,手,在,地,下,一,NAN,r,n,n,p,uv,f,m
0,4,他,双,手,在,地,下,一,撑,r,n,n,p,uv,f,m,v
1,5,双,手,在,地,下,一,撑,，,n,n,p,uv,f,m,v,x
1,6,手,在,地,下,一,撑,，,立,n,p,uv,f,m,v,x,v
0,7,在,地,下,一,撑,，,立,即,p,uv,f,m,v,x,v,v
1,8,地,下,一,撑,，,立,即,跃,uv,f,m,v,x,v,v,v
1,9,下,一,撑,，,立,即,跃,起,f,m,v,x,v,v,v,v
0,10,一,撑,，,立,即,跃,起,，,m,v,x,v,v,v,v,x
1,11,撑,，,立,即,跃,起,，,满,v,x,v,v,v,v,x,a
0,12,，,立,即,跃,起,，,满,脸,x,v,v,v,v,x,a,n
1,13,立,即,跃,起,，,满,脸,愧,v,v,v,v,x,a,n,vg
1,14,即,跃,起,，,满,脸,愧,色,v,v,v,x,a,n,vg,ng
0,15,跃,起,，,满,脸,愧,色,。,v,v,x,a,n,vg,ng,x
1,16,起,，,满,脸,愧,色,。,/s,v,x,a,n,vg,ng,x,NAN
0,17,，,满,脸,愧,色,。,/s,/s,x,a,n,vg,ng,x,NAN,NAN
1,18,满,脸,愧,色,。,/s,/s,/s,a,n,vg,ng,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,南,希,仁,正,NAN,NAN,NAN,NAN,ns,v,ng,d
0,1,/s,/s,/s,南,希,仁,正,要,NAN,NAN,NAN,ns,v,ng,d,v
0,2,/s,/s,南,希,仁,正,要,指,NAN,NAN,ns,v,ng,d,v,n
1,3,/s,南,希,仁,正,要,指,点,NAN,ns,v,ng,d,v,n,m
0,4,南,希,仁,正,要,指,点,他,ns,v,ng,d,v,n,m,r
1,5,希,仁,正,要,指,点,他,这,v,ng,d,v,n,m,r,r
0,6,仁,正,要,指,点,他,这,招,ng,d,v,n,m,r,r,v
1,7,正,要,指,点,他,这,招,的,d,v,n,m,r,r,v,uj
1,8,要,指,点,他,这,招,的,精,v,n,m,r,r,v,uj,n
0,9,指,点,他,这,招,的,精,要,n,m,r,r,v,uj,n,v
0,10,点,他,这,招,的,精,要,所,m,r,r,v,uj,n,v,c
1,11,他,这,招,的,精,要,所,在,r,r,v,uj,n,v,c,p
0,12,这,招,的,精,要,所,在,，,r,v,uj,n,v,c,p,x
1,13,招,的,精,要,所,在,，,树,v,uj,n,v,c,p,x,v
0,14,的,精,要,所,在,，,树,丛,uj,n,v,c,p,x,v,nr
1,15,精,要,所,在,，,树,丛,中,n,v,c,p,x,v,nr,f
1,16,要,所,在,，,树,丛,中,突,v,c,p,x,v,nr,f,ad
0,17,所,在,，,树,丛,中,突,然,c,p,x,v,nr,f,ad,c
1,18,在,，,树,丛,中,突,然,发,p,x,v,nr,f,ad,c,v
1,19,，,树,丛,中,突,然,发,出,x,v,nr,f,ad,c,v,v
0,20,树,丛,中,突,然,发,出,两,v,nr,f,ad,c,v,v,m
1,21,丛,中,突,然,发,出,两,下,nr,f,ad,c,v,v,m,f
0,22,中,突,然,发,出,两,下,笑,f,ad,c,v,v,m,f,v
1,23,突,然,发,出,两,下,笑,声,ad,c,v,v,m,f,v,n
0,24,然,发,出,两,下,笑,声,，,c,v,v,m,f,v,n,x
1,25,发,出,两,下,笑,声,，,跟,v,v,m,f,v,n,x,p
0,26,出,两,下,笑,声,，,跟,着,v,m,f,v,n,x,p,uz
1,27,两,下,笑,声,，,跟,着,钻,m,f,v,n,x,p,uz,v
1,28,下,笑,声,，,跟,着,钻,出,f,v,n,x,p,uz,v,v
0,29,笑,声,，,跟,着,钻,出,一,v,n,x,p,uz,v,v,m
1,30,声,，,跟,着,钻,出,一,个,n,x,p,uz,v,v,m,q
1,31,，,跟,着,钻,出,一,个,少,x,p,uz,v,v,m,q,a
1,32,跟,着,钻,出,一,个,少,女,p,uz,v,v,m,q,a,b
0,33,着,钻,出,一,个,少,女,，,uz,v,v,m,q,a,b,x
1,34,钻,出,一,个,少,女,，,拍,v,v,m,q,a,b,x,v
0,35,出,一,个,少,女,，,拍,手,v,m,q,a,b,x,v,n
1,36,一,个,少,女,，,拍,手,而,m,q,a,b,x,v,n,c
1,37,个,少,女,，,拍,手,而,笑,q,a,b,x,v,n,c,v
0,38,少,女,，,拍,手,而,笑,，,a,b,x,v,n,c,v,x
1,39,女,，,拍,手,而,笑,，,叫,b,x,v,n,c,v,x,v
1,40,，,拍,手,而,笑,，,叫,道,x,v,n,c,v,x,v,q
1,41,拍,手,而,笑,，,叫,道,：,v,n,c,v,x,v,q,x
1,42,手,而,笑,，,叫,道,：,郭,n,c,v,x,v,q,x,nr
1,43,而,笑,，,叫,道,：,郭,靖,c,v,x,v,q,x,nr,nr
1,44,笑,，,叫,道,：,郭,靖,，,v,x,v,q,x,nr,nr,x
1,45,，,叫,道,：,郭,靖,，,又,x,v,q,x,nr,nr,x,d
0,46,叫,道,：,郭,靖,，,又,给,v,q,x,nr,nr,x,d,p
1,47,道,：,郭,靖,，,又,给,师,q,x,nr,nr,x,d,p,ng
1,48,：,郭,靖,，,又,给,师,父,x,nr,nr,x,d,p,ng,n
1,49,郭,靖,，,又,给,师,父,打,nr,nr,x,d,p,ng,n,v
1,50,靖,，,又,给,师,父,打,了,nr,x,d,p,ng,n,v,ul
0,51,，,又,给,师,父,打,了,吗,x,d,p,ng,n,v,ul,y
1,52,又,给,师,父,打,了,吗,？,d,p,ng,n,v,ul,y,x
1,53,给,师,父,打,了,吗,？,/s,p,ng,n,v,ul,y,x,NAN
1,54,师,父,打,了,吗,？,/s,/s,ng,n,v,ul,y,x,NAN,NAN
1,55,父,打,了,吗,？,/s,/s,/s,n,v,ul,y,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,郭,靖,胀,红,NAN,NAN,NAN,NAN,nr,nr,a,a
0,1,/s,/s,/s,郭,靖,胀,红,了,NAN,NAN,NAN,nr,nr,a,a,ul
0,2,/s,/s,郭,靖,胀,红,了,脸,NAN,NAN,nr,nr,a,a,ul,n
1,3,/s,郭,靖,胀,红,了,脸,，,NAN,nr,nr,a,a,ul,n,x
1,4,郭,靖,胀,红,了,脸,，,道,nr,nr,a,a,ul,n,x,q
1,5,靖,胀,红,了,脸,，,道,：,nr,a,a,ul,n,x,q,x
1,6,胀,红,了,脸,，,道,：,我,a,a,ul,n,x,q,x,r
1,7,红,了,脸,，,道,：,我,在,a,ul,n,x,q,x,r,p
1,8,了,脸,，,道,：,我,在,练,ul,n,x,q,x,r,p,v
1,9,脸,，,道,：,我,在,练,拳,n,x,q,x,r,p,v,zg
1,10,，,道,：,我,在,练,拳,，,x,q,x,r,p,v,zg,x
1,11,道,：,我,在,练,拳,，,你,q,x,r,p,v,zg,x,r
0,12,：,我,在,练,拳,，,你,别,x,r,p,v,zg,x,r,r
1,13,我,在,练,拳,，,你,别,来,r,p,v,zg,x,r,r,v
1,14,在,练,拳,，,你,别,来,啞,p,v,zg,x,r,r,v,x
1,15,练,拳,，,你,别,来,啞,躔,v,zg,x,r,r,v,x,g
0,16,拳,，,你,别,来,啞,躔,！,zg,x,r,r,v,x,g,x
1,17,，,你,别,来,啞,躔,！,/s,x,r,r,v,x,g,x,NAN
1,18,你,别,来,啞,躔,！,/s,/s,r,r,v,x,g,x,NAN,NAN
1,19,别,来,啞,躔,！,/s,/s,/s,r,v,x,g,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,那,少,拧,酽,NAN,NAN,NAN,NAN,r,a,v,a
0,1,/s,/s,/s,那,少,拧,酽,道,NAN,NAN,NAN,r,a,v,a,q
1,2,/s,/s,那,少,拧,酽,道,：,NAN,NAN,r,a,v,a,q,x
1,3,/s,那,少,拧,酽,道,：,我,NAN,r,a,v,a,q,x,r
1,4,那,少,拧,酽,道,：,我,就,r,a,v,a,q,x,r,d
1,5,少,拧,酽,道,：,我,就,啊,a,v,a,q,x,r,d,zg
1,6,拧,酽,道,：,我,就,啊,跗,v,a,q,x,r,d,zg,n
1,7,酽,道,：,我,就,啊,跗,你,a,q,x,r,d,zg,n,r
1,8,道,：,我,就,啊,跗,你,挨,q,x,r,d,zg,n,r,v
1,9,：,我,就,啊,跗,你,挨,打,x,r,d,zg,n,r,v,v
1,10,我,就,啊,跗,你,挨,打,！,r,d,zg,n,r,v,v,x
1,11,就,啊,跗,你,挨,打,！,/s,d,zg,n,r,v,v,x,NAN
0,12,啊,跗,你,挨,打,！,/s,/s,zg,n,r,v,v,x,NAN,NAN
1,13,跗,你,挨,打,！,/s,/s,/s,n,r,v,v,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,　,跽,馍,倥,NAN,NAN,NAN,NAN,x,g,n,a
1,1,/s,/s,/s,　,跽,馍,倥,,NAN,NAN,NAN,x,g,n,a,x
1,2,/s,/s,　,跽,馍,倥,,闶,NAN,NAN,x,g,n,a,x,x
1,3,/s,　,跽,馍,倥,,闶,翘,NAN,x,g,n,a,x,x,v
1,4,　,跽,馍,倥,,闶,翘,,x,g,n,a,x,x,v,x
1,5,跽,馍,倥,,闶,翘,,菊,g,n,a,x,x,v,x,n
1,6,馍,倥,,闶,翘,,菊,娴,n,a,x,x,v,x,n,zg
1,7,倥,,闶,翘,,菊,娴,挠,a,x,x,v,x,n,zg,v
1,8,,闶,翘,,菊,娴,挠,着,x,x,v,x,n,zg,v,uz
0,9,闶,翘,,菊,娴,挠,着,,x,v,x,n,zg,v,uz,x
1,10,翘,,菊,娴,挠,着,,,v,x,n,zg,v,uz,x,x
1,11,,菊,娴,挠,着,,,荨,x,n,zg,v,uz,x,x,n
1,12,菊,娴,挠,着,,,荨,�,n,zg,v,uz,x,x,n,x
1,13,娴,挠,着,,,荨,�,她,zg,v,uz,x,x,n,x,r
1,14,挠,着,,,荨,�,她,与,v,uz,x,x,n,x,r,p
1,15,着,,,荨,�,她,与,拖,uz,x,x,n,x,r,p,v
1,16,,,荨,�,她,与,拖,雷,x,x,n,x,r,p,v,n
1,17,,荨,�,她,与,拖,雷,、,x,n,x,r,p,v,n,x
1,18,荨,�,她,与,拖,雷,、,郭,n,x,r,p,v,n,x,nr
0,19,�,她,与,拖,雷,、,郭,靖,x,r,p,v,n,x,nr,nr
1,20,她,与,拖,雷,、,郭,靖,年,r,p,v,n,x,nr,nr,m
1,21,与,拖,雷,、,郭,靖,年,纪,p,v,n,x,nr,nr,m,nr
0,22,拖,雷,、,郭,靖,年,纪,相,v,n,x,nr,nr,m,nr,v
1,23,雷,、,郭,靖,年,纪,相,若,n,x,nr,nr,m,nr,v,c
0,24,、,郭,靖,年,纪,相,若,，,x,nr,nr,m,nr,v,c,x
1,25,郭,靖,年,纪,相,若,，,自,nr,nr,m,nr,v,c,x,p
0,26,靖,年,纪,相,若,，,自,小,nr,m,nr,v,c,x,p,a
1,27,年,纪,相,若,，,自,小,一,m,nr,v,c,x,p,a,m
1,28,纪,相,若,，,自,小,一,起,nr,v,c,x,p,a,m,v
0,29,相,若,，,自,小,一,起,玩,v,c,x,p,a,m,v,v
1,30,若,，,自,小,一,起,玩,耍,c,x,p,a,m,v,v,v
0,31,，,自,小,一,起,玩,耍,。,x,p,a,m,v,v,v,x
1,32,自,小,一,起,玩,耍,。,/s,p,a,m,v,v,v,x,NAN
0,33,小,一,起,玩,耍,。,/s,/s,a,m,v,v,v,x,NAN,NAN
1,34,一,起,玩,耍,。,/s,/s,/s,m,v,v,v,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,她,因,父,母,NAN,NAN,NAN,NAN,r,p,n,n
1,1,/s,/s,/s,她,因,父,母,宠,NAN,NAN,NAN,r,p,n,n,v
1,2,/s,/s,她,因,父,母,宠,爱,NAN,NAN,r,p,n,n,v,v
0,3,/s,她,因,父,母,宠,爱,，,NAN,r,p,n,n,v,v,x
1,4,她,因,父,母,宠,爱,，,脾,r,p,n,n,v,v,x,n
0,5,因,父,母,宠,爱,，,脾,气,p,n,n,v,v,x,n,n
1,6,父,母,宠,爱,，,脾,气,不,n,n,v,v,x,n,n,d
1,7,母,宠,爱,，,脾,气,不,免,n,v,v,x,n,n,d,v
0,8,宠,爱,，,脾,气,不,免,娇,v,v,x,n,n,d,v,a
1,9,爱,，,脾,气,不,免,娇,纵,v,x,n,n,d,v,a,n
1,10,，,脾,气,不,免,娇,纵,。,x,n,n,d,v,a,n,x
1,11,脾,气,不,免,娇,纵,。,/s,n,n,d,v,a,n,x,NAN
0,12,气,不,免,娇,纵,。,/s,/s,n,d,v,a,n,x,NAN,NAN
1,13,不,免,娇,纵,。,/s,/s,/s,d,v,a,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,郭,靖,却,生,NAN,NAN,NAN,NAN,nr,nr,d,vn
0,1,/s,/s,/s,郭,靖,却,生,性,NAN,NAN,NAN,nr,nr,d,vn,n
1,2,/s,/s,郭,靖,却,生,性,戆,NAN,NAN,nr,nr,d,vn,n,zg
1,3,/s,郭,靖,却,生,性,戆,直,NAN,nr,nr,d,vn,n,zg,d
0,4,郭,靖,却,生,性,戆,直,，,nr,nr,d,vn,n,zg,d,x
1,5,靖,却,生,性,戆,直,，,当,nr,d,vn,n,zg,d,x,t
0,6,却,生,性,戆,直,，,当,她,d,vn,n,zg,d,x,t,r
1,7,生,性,戆,直,，,当,她,无,vn,n,zg,d,x,t,r,v
1,8,性,戆,直,，,当,她,无,理,n,zg,d,x,t,r,v,n
1,9,戆,直,，,当,她,无,理,取,zg,d,x,t,r,v,n,v
1,10,直,，,当,她,无,理,取,闹,d,x,t,r,v,n,v,v
0,11,，,当,她,无,理,取,闹,时,x,t,r,v,n,v,v,n
0,12,当,她,无,理,取,闹,时,总,t,r,v,n,v,v,n,b
0,13,她,无,理,取,闹,时,总,是,r,v,n,v,v,n,b,v
1,14,无,理,取,闹,时,总,是,冲,v,n,v,v,n,b,v,v
1,15,理,取,闹,时,总,是,冲,撞,n,v,v,n,b,v,v,v
0,16,取,闹,时,总,是,冲,撞,不,v,v,n,b,v,v,v,d
1,17,闹,时,总,是,冲,撞,不,屈,v,n,b,v,v,v,d,nr
0,18,时,总,是,冲,撞,不,屈,，,n,b,v,v,v,d,nr,x
1,19,总,是,冲,撞,不,屈,，,但,b,v,v,v,d,nr,x,c
1,20,是,冲,撞,不,屈,，,但,吵,v,v,v,d,nr,x,c,v
1,21,冲,撞,不,屈,，,但,吵,了,v,v,d,nr,x,c,v,ul
1,22,撞,不,屈,，,但,吵,了,之,v,d,nr,x,c,v,ul,u
1,23,不,屈,，,但,吵,了,之,后,d,nr,x,c,v,ul,u,f
1,24,屈,，,但,吵,了,之,后,，,nr,x,c,v,ul,u,f,x
1,25,，,但,吵,了,之,后,，,不,x,c,v,ul,u,f,x,d
0,26,但,吵,了,之,后,，,不,久,c,v,ul,u,f,x,d,a
1,27,吵,了,之,后,，,不,久,便,v,ul,u,f,x,d,a,d
1,28,了,之,后,，,不,久,便,言,ul,u,f,x,d,a,d,vg
1,29,之,后,，,不,久,便,言,归,u,f,x,d,a,d,vg,v
