Label,No,B2,B1,F1,F2,POSB2,POSB1,POSF1,POSF2
0,3,军,充,分,肯,n,v,v,v
0,4,充,分,肯,定,v,v,v,v
0,5,分,肯,定,孩,v,v,v,n
1,6,肯,定,孩,子,v,v,n,ng
0,7,定,孩,子,心,v,n,ng,n
1,8,孩,子,心,算,n,ng,n,v
0,9,子,心,算,能,ng,n,v,v
0,10,心,算,能,力,n,v,v,n
0,11,算,能,力,不,v,v,n,d
1,12,能,力,不,错,v,n,d,v
1,13,力,不,错,，,n,d,v,x
1,14,不,错,，,鼓,d,v,x,v
1,15,错,，,鼓,励,v,x,v,nr
0,16,，,鼓,励,他,x,v,nr,r
1,17,鼓,励,他,再,v,nr,r,d
1,18,励,他,再,努,nr,r,d,ad
1,19,他,再,努,力,r,d,ad,n
0,20,再,努,力,，,d,ad,n,x
1,21,努,力,，,千,ad,n,x,m
1,22,力,，,千,万,n,x,m,m
0,23,，,千,万,不,x,m,m,d
1,24,千,万,不,能,m,m,d,v
1,25,万,不,能,骄,m,d,v,a
1,26,不,能,骄,傲,d,v,a,a
0,27,能,骄,傲,，,v,a,a,x
1,28,骄,傲,，,争,a,a,x,v
1,29,傲,，,争,取,a,x,v,v
0,30,，,争,取,当,x,v,v,t
1,31,争,取,当,个,v,v,t,q
1,32,取,当,个,数,v,t,q,n
1,33,当,个,数,学,t,q,n,n
0,34,个,数,学,家,q,n,n,q
0,35,数,学,家,、,n,n,q,x
1,36,学,家,、,科,n,q,x,n
1,37,家,、,科,学,q,x,n,n
0,38,、,科,学,家,x,n,n,q
0,39,科,学,家,。,n,n,q,x
1,40,学,家,。,/s,n,q,x,NAN
1,0,/s,/s,刘,波,NAN,NAN,zg,j
0,1,/s,刘,波,读,NAN,zg,j,v
0,2,刘,波,读,高,zg,j,v,a
1,3,波,读,高,中,j,v,a,f
0,4,读,高,中,时,v,a,f,n
1,5,高,中,时,，,a,f,n,x
1,6,中,时,，,获,f,n,x,v
1,7,时,，,获,全,n,x,v,a
1,8,，,获,全,国,x,v,a,n
0,9,获,全,国,奥,v,a,n,nr
1,10,全,国,奥,林,a,n,nr,ng
0,11,国,奥,林,匹,n,nr,ng,q
0,12,奥,林,匹,克,nr,ng,q,m
0,13,林,匹,克,物,ng,q,m,zg
1,14,匹,克,物,理,q,m,zg,n
0,15,克,物,理,竞,m,zg,n,vn
1,16,物,理,竞,赛,zg,n,vn,nz
0,17,理,竞,赛,一,n,vn,nz,m
1,18,竞,赛,一,等,vn,nz,m,u
0,19,赛,一,等,奖,nz,m,u,n
0,20,一,等,奖,。,m,u,n,x
1,21,等,奖,。,/s,u,n,x,NAN
1,0,/s,/s,卢,军,NAN,NAN,nr,n
0,1,/s,卢,军,对,NAN,nr,n,p
1,2,卢,军,对,刘,nr,n,p,zg
1,3,军,对,刘,波,n,p,zg,j
0,4,对,刘,波,说,p,zg,j,v
1,5,刘,波,说,，,zg,j,v,x
1,6,波,说,，,这,j,v,x,r
1,7,说,，,这,是,v,x,r,v
1,8,，,这,是,你,x,r,v,r
1,9,这,是,你,努,r,v,r,ad
1,10,是,你,努,力,v,r,ad,n
0,11,你,努,力,的,r,ad,n,uj
0,12,努,力,的,结,ad,n,uj,n
1,13,力,的,结,果,n,uj,n,ng
0,14,的,结,果,，,uj,n,ng,x
1,15,结,果,，,更,n,ng,x,d
1,16,果,，,更,是,ng,x,d,v
0,17,，,更,是,老,x,d,v,a
1,18,更,是,老,师,d,v,a,ng
0,19,是,老,师,教,v,a,ng,v
1,20,老,师,教,育,a,ng,v,v
0,21,师,教,育,辅,ng,v,v,vn
1,22,教,育,辅,导,v,v,vn,v
0,23,育,辅,导,的,v,vn,v,uj
0,24,辅,导,的,结,vn,v,uj,n
1,25,导,的,结,果,v,uj,n,ng
0,26,的,结,果,。,uj,n,ng,x
1,27,结,果,。,/s,n,ng,x,NAN
1,0,/s,/s,从,此,NAN,NAN,p,zg
0,1,/s,从,此,，,NAN,p,zg,x
1,2,从,此,，,刘,p,zg,x,zg
1,3,此,，,刘,波,zg,x,zg,j
0,4,，,刘,波,上,x,zg,j,f
1,5,刘,波,上,进,zg,j,f,v
0,6,波,上,进,心,j,f,v,n
0,7,上,进,心,更,f,v,n,d
1,8,进,心,更,强,v,n,d,a
0,9,心,更,强,了,n,d,a,ul
1,10,更,强,了,。,d,a,ul,x
1,11,强,了,。,/s,a,ul,x,NAN
1,0,/s,/s,冰,冻,NAN,NAN,n,v
0,1,/s,冰,冻,三,NAN,n,v,m
0,2,冰,冻,三,尺,n,v,m,q
0,3,冻,三,尺,，,v,m,q,x
1,4,三,尺,，,非,m,q,x,h
1,5,尺,，,非,一,q,x,h,m
0,6,，,非,一,日,x,h,m,m
0,7,非,一,日,之,h,m,m,u
0,8,一,日,之,寒,m,m,u,n
0,9,日,之,寒,，,m,u,n,x
1,10,之,寒,，,那,u,n,x,r
1,11,寒,，,那,么,n,x,r,y
0,12,，,那,么,冰,x,r,y,n
1,13,那,么,冰,消,r,y,n,v
0,14,么,冰,消,雪,y,n,v,n
1,15,冰,消,雪,融,n,v,n,vn
0,16,消,雪,融,也,v,n,vn,d
1,17,雪,融,也,非,n,vn,d,h
1,18,融,也,非,一,vn,d,h,m
1,19,也,非,一,日,d,h,m,m
0,20,非,一,日,之,h,m,m,u
0,21,一,日,之,功,m,m,u,n
0,22,日,之,功,。,m,u,n,x
1,23,之,功,。,/s,u,n,x,NAN
1,0,/s,/s,但,愿,NAN,NAN,c,v
0,1,/s,但,愿,女,NAN,c,v,b
1,2,但,愿,女,排,c,v,b,v
0,3,愿,女,排,各,v,b,v,r
1,4,女,排,各,队,b,v,r,n
0,5,排,各,队,教,v,r,n,v
1,6,各,队,教,头,r,n,v,n
0,7,队,教,头,们,n,v,n,k
1,8,教,头,们,能,v,n,k,v
1,9,头,们,能,够,n,k,v,zg
0,10,们,能,够,在,k,v,zg,p
1,11,能,够,在,联,v,zg,p,v
1,12,够,在,联,赛,zg,p,v,nz
0,13,在,联,赛,中,p,v,nz,f
1,14,联,赛,中,对,v,nz,f,p
1,15,赛,中,对,队,nz,f,p,n
1,16,中,对,队,员,f,p,n,zg
0,17,对,队,员,有,p,n,zg,v
1,18,队,员,有,更,n,zg,v,d
1,19,员,有,更,高,zg,v,d,a
1,20,有,更,高,的,v,d,a,uj
0,21,更,高,的,要,d,a,uj,v
1,22,高,的,要,求,a,uj,v,v
0,23,的,要,求,，,uj,v,v,x
1,24,要,求,，,并,v,v,x,c
1,25,求,，,并,加,v,x,c,v
1,26,，,并,加,速,x,c,v,ng
0,27,并,加,速,对,c,v,ng,p
1,28,加,速,对,新,v,ng,p,a
1,29,速,对,新,队,ng,p,a,n
1,30,对,新,队,员,p,a,n,zg
0,31,新,队,员,和,a,n,zg,c
1,32,队,员,和,二,n,zg,c,m
1,33,员,和,二,、,zg,c,m,x
1,34,和,二,、,三,c,m,x,m
1,35,二,、,三,线,m,x,m,n
0,36,、,三,线,队,x,m,n,n
1,37,三,线,队,员,m,n,n,zg
0,38,线,队,员,的,n,n,zg,uj
0,39,队,员,的,培,n,zg,uj,v
1,40,员,的,培,养,zg,uj,v,v
0,41,的,培,养,，,uj,v,v,x
1,42,培,养,，,与,v,v,x,p
1,43,养,，,与,郎,v,x,p,nr
1,44,，,与,郎,平,x,p,nr,n
0,45,与,郎,平,共,p,nr,n,d
1,46,郎,平,共,铸,nr,n,d,n
0,47,平,共,铸,中,n,d,n,f
1,48,共,铸,中,国,d,n,f,n
0,49,铸,中,国,女,n,f,n,b
0,50,中,国,女,排,f,n,b,v
0,51,国,女,排,昔,n,b,v,tg
1,52,女,排,昔,日,b,v,tg,m
0,53,排,昔,日,的,v,tg,m,uj
0,54,昔,日,的,辉,tg,m,uj,nr
1,55,日,的,辉,煌,m,uj,nr,g
0,56,的,辉,煌,。,uj,nr,g,x
1,57,辉,煌,。,/s,nr,g,x,NAN
1,0,/s,/s,昔,日,NAN,NAN,tg,m
0,1,/s,昔,日,『,NAN,tg,m,x
1,2,昔,日,『,冰,tg,m,x,n
1,3,日,『,冰,球,m,x,n,n
0,4,『,冰,球,沙,x,n,n,nr
1,5,冰,球,沙,皇,n,n,nr,n
0,6,球,沙,皇,』,n,nr,n,x
1,7,沙,皇,』,今,nr,n,x,zg
1,8,皇,』,今,朝,n,x,zg,ns
0,9,』,今,朝,认,x,zg,ns,v
1,10,今,朝,认,罪,zg,ns,v,zg
0,11,朝,认,罪,服,ns,v,zg,v
0,12,认,罪,服,法,v,zg,v,j
0,13,罪,服,法,本,zg,v,j,r
1,14,服,法,本,报,v,j,r,n
0,15,法,本,报,记,j,r,n,n
0,16,本,报,记,者,r,n,n,k
0,17,报,记,者,邹,n,n,k,nr
1,18,记,者,邹,德,n,k,nr,ns
0,19,者,邹,德,浩,k,nr,ns,nr
0,20,邹,德,浩,一,nr,ns,nr,m
1,21,德,浩,一,度,ns,nr,m,zg
0,22,浩,一,度,被,nr,m,zg,p
1,23,一,度,被,认,m,zg,p,v
1,24,度,被,认,为,zg,p,v,p
0,25,被,认,为,是,p,v,p,v
1,26,认,为,是,北,v,p,v,ns
1,27,为,是,北,美,p,v,ns,ns
0,28,是,北,美,职,v,ns,ns,ng
1,29,北,美,职,业,ns,ns,ng,n
0,30,美,职,业,冰,ns,ng,n,n
1,31,职,业,冰,球,ng,n,n,n
0,32,业,冰,球,界,n,n,n,n
0,33,冰,球,界,最,n,n,n,d
1,34,球,界,最,有,n,n,d,v
0,35,界,最,有,权,n,d,v,n
1,36,最,有,权,威,d,v,n,ns
0,37,有,权,威,的,v,n,ns,uj
0,38,权,威,的,伊,n,ns,uj,ns
1,39,威,的,伊,格,ns,uj,ns,n
0,40,的,伊,格,尔,uj,ns,n,nr
0,41,伊,格,尔,森,ns,n,nr,n
0,42,格,尔,森,，,n,nr,n,x
1,43,尔,森,，,在,nr,n,x,p
1,44,森,，,在,美,n,x,p,ns
1,45,，,在,美,、,x,p,ns,x
1,46,在,美,、,加,p,ns,x,v
1,47,美,、,加,两,ns,x,v,m
0,48,、,加,两,国,x,v,m,n
0,49,加,两,国,司,v,m,n,nr
1,50,两,国,司,法,m,n,nr,j
0,51,国,司,法,部,n,nr,j,n
0,52,司,法,部,门,nr,j,n,n
0,53,法,部,门,的,j,n,n,uj
0,54,部,门,的,穷,n,n,uj,a
1,55,门,的,穷,追,n,uj,a,v
0,56,的,穷,追,猛,uj,a,v,d
0,57,穷,追,猛,打,a,v,d,v
0,58,追,猛,打,下,v,d,v,f
1,59,猛,打,下,，,d,v,f,x
1,60,打,下,，,一,v,f,x,m
1,61,下,，,一,月,f,x,m,m
0,62,，,一,月,六,x,m,m,m
1,63,一,月,六,日,m,m,m,m
0,64,月,六,日,终,m,m,m,d
1,65,六,日,终,于,m,m,d,p
0,66,日,终,于,在,m,d,p,p
1,67,终,于,在,美,d,p,p,ns
1,68,于,在,美,国,p,p,ns,n
0,69,在,美,国,波,p,ns,n,j
1,70,美,国,波,士,ns,n,j,n
0,71,国,波,士,顿,n,j,n,q
0,72,波,士,顿,法,j,n,q,j
1,73,士,顿,法,院,n,q,j,n
0,74,顿,法,院,承,q,j,n,v
1,75,法,院,承,认,j,n,v,v
0,76,院,承,认,犯,n,v,v,v
1,77,承,认,犯,有,v,v,v,v
0,78,认,犯,有,诈,v,v,v,v
1,79,犯,有,诈,骗,v,v,v,v
0,80,有,诈,骗,、,v,v,v,x
1,81,诈,骗,、,勒,v,v,x,v
1,82,骗,、,勒,索,v,x,v,nr
0,83,、,勒,索,和,x,v,nr,c
1,84,勒,索,和,挪,v,nr,c,ns
1,85,索,和,挪,用,nr,c,ns,p
0,86,和,挪,用,公,c,ns,p,n
0,87,挪,用,公,款,ns,p,n,m
0,88,用,公,款,等,p,n,m,u
1,89,公,款,等,三,n,m,u,m
1,90,款,等,三,项,m,u,m,n
0,91,等,三,项,罪,u,m,n,zg
1,92,三,项,罪,名,m,n,zg,q
0,93,项,罪,名,。,n,zg,q,x
1,94,罪,名,。,/s,zg,q,x,NAN
1,0,/s,/s,公,司,NAN,NAN,n,nr
0,1,/s,公,司,代,NAN,n,nr,q
1,2,公,司,代,总,n,nr,q,b
1,3,司,代,总,经,nr,q,b,n
0,4,代,总,经,理,q,b,n,n
0,5,总,经,理,、,b,n,n,x
1,6,经,理,、,３,n,n,x,x
1,7,理,、,３,２,n,x,x,x
1,8,、,３,２,岁,x,x,x,m
1,9,３,２,岁,的,x,x,m,uj
0,10,２,岁,的,工,x,m,uj,n
1,11,岁,的,工,商,m,uj,n,n
0,12,的,工,商,管,uj,n,n,vn
0,13,工,商,管,理,n,n,vn,n
0,14,商,管,理,硕,n,vn,n,zg
1,15,管,理,硕,士,vn,n,zg,n
0,16,理,硕,士,刘,n,zg,n,zg
1,17,硕,士,刘,臣,zg,n,zg,n
0,18,士,刘,臣,恢,n,zg,n,zg
1,19,刘,臣,恢,带,zg,n,zg,v
0,20,臣,恢,带,着,n,zg,v,uz
1,21,恢,带,着,我,zg,v,uz,r
1,22,带,着,我,参,v,uz,r,n
1,23,着,我,参,观,uz,r,n,vg
0,24,我,参,观,了,r,n,vg,ul
1,25,参,观,了,这,n,vg,ul,r
1,26,观,了,这,座,vg,ul,r,q
0,27,了,这,座,总,ul,r,q,b
1,28,这,座,总,面,r,q,b,n
0,29,座,总,面,积,q,b,n,v
0,30,总,面,积,达,b,n,v,v
1,31,面,积,达,４,n,v,v,x
1,32,积,达,４,个,v,v,x,q
1,33,达,４,个,足,v,x,q,a
1,34,４,个,足,球,x,q,a,n
0,35,个,足,球,场,q,a,n,q
0,36,足,球,场,大,a,n,q,a
1,37,球,场,大,的,n,q,a,uj
0,38,场,大,的,现,q,a,uj,tg
1,39,大,的,现,代,a,uj,tg,q
0,40,的,现,代,化,uj,tg,q,n
0,41,现,代,化,制,tg,q,n,n
1,42,代,化,制,药,q,n,n,n
0,43,化,制,药,基,n,n,n,a
1,44,制,药,基,地,n,n,a,uv
0,45,药,基,地,。,n,a,uv,x
1,46,基,地,。,/s,a,uv,x,NAN
1,0,/s,/s,办,公,NAN,NAN,v,n
0,1,/s,办,公,大,NAN,v,n,a
0,2,办,公,大,楼,v,n,a,n
0,3,公,大,楼,仿,n,a,n,d
1,4,大,楼,仿,照,a,n,d,n
0,5,楼,仿,照,美,n,d,n,ns
1,6,仿,照,美,国,d,n,ns,n
0,7,照,美,国,摩,n,ns,n,nz
1,8,美,国,摩,托,ns,n,nz,v
0,9,国,摩,托,罗,n,nz,v,j
0,10,摩,托,罗,拉,nz,v,j,v
0,11,托,罗,拉,公,v,j,v,n
0,12,罗,拉,公,司,j,v,n,nr
0,13,拉,公,司,的,v,n,nr,uj
0,14,公,司,的,智,n,nr,uj,ng
1,15,司,的,智,能,nr,uj,ng,v
0,16,的,智,能,化,uj,ng,v,n
0,17,智,能,化,设,ng,v,n,v
1,18,能,化,设,计,v,n,v,n
0,19,化,设,计,，,n,v,n,x
1,20,设,计,，,公,v,n,x,n
1,21,计,，,公,司,n,x,n,nr
0,22,，,公,司,管,x,n,nr,vn
1,23,公,司,管,理,n,nr,vn,n
0,24,司,管,理,人,nr,vn,n,n
0,25,管,理,人,员,vn,n,n,zg
0,26,理,人,员,可,n,n,zg,v
1,27,人,员,可,以,n,zg,v,p
0,28,员,可,以,通,zg,v,p,v
1,29,可,以,通,过,v,p,v,ug
0,30,以,通,过,可,p,v,ug,v
1,31,通,过,可,视,v,ug,v,vg
0,32,过,可,视,通,ug,v,vg,v
1,33,可,视,通,讯,v,vg,v,ng
0,34,视,通,讯,手,vg,v,ng,n
1,35,通,讯,手,段,v,ng,n,q
0,36,讯,手,段,与,ng,n,q,p
1,37,手,段,与,全,n,q,p,a
1,38,段,与,全,国,q,p,a,n
0,39,与,全,国,各,p,a,n,r
1,40,全,国,各,地,a,n,r,uv
0,41,国,各,地,的,n,r,uv,uj
0,42,各,地,的,分,r,uv,uj,v
1,43,地,的,分,公,uv,uj,v,n
0,44,的,分,公,司,uj,v,n,nr
0,45,分,公,司,面,v,n,nr,n
1,46,公,司,面,对,n,nr,n,p
0,47,司,面,对,面,nr,n,p,n
0,48,面,对,面,交,n,p,n,v
1,49,对,面,交,谈,p,n,v,v
0,50,面,交,谈,。,n,v,v,x
1,51,交,谈,。,/s,v,v,x,NAN
1,0,/s,/s,计,算,NAN,NAN,n,v
0,1,/s,计,算,机,NAN,n,v,n
0,2,计,算,机,管,n,v,n,vn
0,3,算,机,管,理,v,n,vn,n
0,4,机,管,理,使,n,vn,n,v
1,5,管,理,使,公,vn,n,v,n
1,6,理,使,公,司,n,v,n,nr
0,7,使,公,司,的,v,n,nr,uj
0,8,公,司,的,销,n,nr,uj,v
1,9,司,的,销,售,nr,uj,v,v
0,10,的,销,售,、,uj,v,v,x
1,11,销,售,、,生,v,v,x,vn
1,12,售,、,生,产,v,x,vn,n
0,13,、,生,产,、,x,vn,n,x
1,14,生,产,、,管,vn,n,x,vn
1,15,产,、,管,理,n,x,vn,n
0,16,、,管,理,一,x,vn,n,m
1,17,管,理,一,目,vn,n,m,t
0,18,理,一,目,了,n,m,t,ul
1,19,一,目,了,然,m,t,ul,c
1,20,目,了,然,，,t,ul,c,x
1,21,了,然,，,调,ul,c,x,v
1,22,然,，,调,控,c,x,v,v
0,23,，,调,控,方,x,v,v,n
1,24,调,控,方,便,v,v,n,d
0,25,控,方,便,。,v,n,d,x
1,26,方,便,。,/s,n,d,x,NAN
1,0,/s,/s,生,产,NAN,NAN,vn,n
0,1,/s,生,产,部,NAN,vn,n,n
1,2,生,产,部,分,vn,n,n,v
0,3,产,部,分,则,n,n,v,d
1,4,部,分,则,按,n,v,d,p
1,5,分,则,按,照,v,d,p,n
0,6,则,按,照,国,d,p,n,n
1,7,按,照,国,际,p,n,n,ng
0,8,照,国,际,药,n,n,ng,n
1,9,国,际,药,品,n,ng,n,v
0,10,际,药,品,生,ng,n,v,vn
1,11,药,品,生,产,n,v,vn,n
0,12,品,生,产,规,v,vn,n,n
1,13,生,产,规,范,vn,n,n,nr
0,14,产,规,范,标,n,n,nr,n
1,15,规,范,标,准,n,nr,n,v
0,16,范,标,准,设,nr,n,v,v
1,17,标,准,设,计,n,v,v,n
0,18,准,设,计,，,v,v,n,x
1,19,设,计,，,人,v,n,x,n
1,20,计,，,人,流,n,x,n,n
0,21,，,人,流,、,x,n,n,x
1,22,人,流,、,物,n,n,x,zg
1,23,流,、,物,流,n,x,zg,n
0,24,、,物,流,严,x,zg,n,a
1,25,物,流,严,格,zg,n,a,n
0,26,流,严,格,区,n,a,n,n
1,27,严,格,区,分,a,n,n,v
0,28,格,区,分,。,n,n,v,x
1,29,区,分,。,/s,n,v,x,NAN
1,0,/s,/s,走,进,NAN,NAN,v,v
0,1,/s,走,进,净,NAN,v,v,a
1,2,走,进,净,化,v,v,a,n
0,3,进,净,化,车,v,a,n,zg
1,4,净,化,车,间,a,n,zg,f
0,5,化,车,间,，,n,zg,f,x
1,6,车,间,，,一,zg,f,x,m
1,7,间,，,一,道,f,x,m,q
0,8,，,一,道,又,x,m,q,d
1,9,一,道,又,一,m,q,d,m
1,10,道,又,一,道,q,d,m,q
0,11,又,一,道,的,d,m,q,uj
0,12,一,道,的,除,m,q,uj,p
1,13,道,的,除,尘,q,uj,p,n
0,14,的,除,尘,无,uj,p,n,v
1,15,除,尘,无,菌,p,n,v,n
0,16,尘,无,菌,机,n,v,n,n
1,17,无,菌,机,关,v,n,n,v
0,18,菌,机,关,令,n,n,v,v
1,19,机,关,令,人,n,v,v,n
0,20,关,令,人,叹,v,v,n,zg
1,21,令,人,叹,为,v,n,zg,p
0,22,人,叹,为,观,n,zg,p,vg
0,23,叹,为,观,止,zg,p,vg,zg
0,24,为,观,止,。,p,vg,zg,x
1,25,观,止,。,/s,vg,zg,x,NAN
1,0,/s,/s,提,起,NAN,NAN,v,v
0,1,/s,提,起,中,NAN,v,v,f
1,2,提,起,中,药,v,v,f,n
0,3,起,中,药,，,v,f,n,x
1,4,中,药,，,人,f,n,x,n
1,5,药,，,人,们,n,x,n,k
0,6,，,人,们,自,x,n,k,p
1,7,人,们,自,然,n,k,p,c
0,8,们,自,然,会,k,p,c,v
1,9,自,然,会,想,p,c,v,v
1,10,然,会,想,起,c,v,v,v
0,11,会,想,起,药,v,v,v,n
1,12,想,起,药,渣,v,v,n,nt
0,13,起,药,渣,和,v,n,nt,c
1,14,药,渣,和,煎,n,nt,c,v
1,15,渣,和,煎,药,nt,c,v,n
0,16,和,煎,药,锅,c,v,n,n
1,17,煎,药,锅,，,v,n,n,x
1,18,药,锅,，,想,n,n,x,v
1,19,锅,，,想,起,n,x,v,v
0,20,，,想,起,浓,x,v,v,a
1,21,想,起,浓,浓,v,v,a,a
0,22,起,浓,浓,的,v,a,a,uj
0,23,浓,浓,的,中,a,a,uj,f
1,24,浓,的,中,药,a,uj,f,n
0,25,的,中,药,味,uj,f,n,n
0,26,中,药,味,，,f,n,n,x
1,27,药,味,，,然,n,n,x,c
1,28,味,，,然,而,n,x,c,c
0,29,，,然,而,在,x,c,c,p
1,30,然,而,在,这,c,c,p,r
1,31,而,在,这,里,c,p,r,f
0,32,在,这,里,却,p,r,f,d
1,33,这,里,却,不,r,f,d,d
1,34,里,却,不,是,f,d,d,v
1,35,却,不,是,这,d,d,v,r
1,36,不,是,这,样,d,v,r,n
0,37,是,这,样,。,v,r,n,x
1,38,这,样,。,/s,r,n,x,NAN
1,0,/s,/s,宽,敞,NAN,NAN,a,v
0,1,/s,宽,敞,明,NAN,a,v,a
0,2,宽,敞,明,亮,a,v,a,v
0,3,敞,明,亮,的,v,a,v,uj
0,4,明,亮,的,车,a,v,uj,zg
1,5,亮,的,车,间,v,uj,zg,f
0,6,的,车,间,里,uj,zg,f,f
1,7,车,间,里,，,zg,f,f,x
1,8,间,里,，,现,f,f,x,tg
1,9,里,，,现,代,f,x,tg,q
0,10,，,现,代,化,x,tg,q,n
0,11,现,代,化,的,tg,q,n,uj
0,12,代,化,的,不,q,n,uj,d
1,13,化,的,不,锈,n,uj,d,n
1,14,的,不,锈,钢,uj,d,n,n
0,15,不,锈,钢,生,d,n,n,vn
1,16,锈,钢,生,产,n,n,vn,n
0,17,钢,生,产,流,n,vn,n,n
1,18,生,产,流,水,vn,n,n,n
0,19,产,流,水,线,n,n,n,n
0,20,流,水,线,有,n,n,n,v
1,21,水,线,有,序,n,n,v,n
0,22,线,有,序,地,n,v,n,uv
0,23,有,序,地,工,v,n,uv,n
1,24,序,地,工,作,n,uv,n,v
0,25,地,工,作,着,uv,n,v,uz
1,26,工,作,着,，,n,v,uz,x
1,27,作,着,，,连,v,uz,x,nr
1,28,着,，,连,一,uz,x,nr,m
1,29,，,连,一,根,x,nr,m,p
0,30,连,一,根,草,nr,m,p,n
1,31,一,根,草,药,m,p,n,n
0,32,根,草,药,的,p,n,n,uj
0,33,草,药,的,踪,n,n,uj,n
1,34,药,的,踪,迹,n,uj,n,n
0,35,的,踪,迹,也,uj,n,n,d
1,36,踪,迹,也,找,n,n,d,v
1,37,迹,也,找,不,n,d,v,d
1,38,也,找,不,到,d,v,d,v
1,39,找,不,到,，,v,d,v,x
1,40,不,到,，,连,d,v,x,nr
1,41,到,，,连,一,v,x,nr,m
1,42,，,连,一,点,x,nr,m,m
0,43,连,一,点,中,nr,m,m,f
1,44,一,点,中,药,m,m,f,n
0,45,点,中,药,的,m,f,n,uj
0,46,中,药,的,气,f,n,uj,n
1,47,药,的,气,味,n,uj,n,n
0,48,的,气,味,也,uj,n,n,d
1,49,气,味,也,闻,n,n,d,v
1,50,味,也,闻,不,n,d,v,d
1,51,也,闻,不,到,d,v,d,v
1,52,闻,不,到,。,v,d,v,x
1,53,不,到,。,/s,d,v,x,NAN
1,0,/s,/s,在,技,NAN,NAN,p,n
1,1,/s,在,技,术,NAN,p,n,v
0,2,在,技,术,人,p,n,v,n
0,3,技,术,人,员,n,v,n,zg
0,4,术,人,员,的,v,n,zg,uj
0,5,人,员,的,带,n,zg,uj,v
1,6,员,的,带,领,zg,uj,v,v
0,7,的,带,领,下,uj,v,v,f
1,8,带,领,下,，,v,v,f,x
1,9,领,下,，,透,v,f,x,v
1,10,下,，,透,过,f,x,v,ug
0,11,，,透,过,观,x,v,ug,vg
1,12,透,过,观,察,v,ug,vg,j
0,13,过,观,察,镜,ug,vg,j,ng
0,14,观,察,镜,，,vg,j,ng,x
1,15,察,镜,，,我,j,ng,x,r
1,16,镜,，,我,才,ng,x,r,d
1,17,，,我,才,能,x,r,d,v
0,18,我,才,能,看,r,d,v,v
1,19,才,能,看,到,d,v,v,v
0,20,能,看,到,这,v,v,v,r
1,21,看,到,这,是,v,v,r,v
0,22,到,这,是,经,v,r,v,n
1,23,这,是,经,过,r,v,n,ug
0,24,是,经,过,科,v,n,ug,n
1,25,经,过,科,学,n,ug,n,n
0,26,过,科,学,配,ug,n,n,v
1,27,科,学,配,方,n,n,v,n
0,28,学,配,方,的,n,v,n,uj
0,29,配,方,的,药,v,n,uj,n
1,30,方,的,药,材,n,uj,n,zg
0,31,的,药,材,在,uj,n,zg,p
1,32,药,材,在,煎,n,zg,p,v
1,33,材,在,煎,煮,zg,p,v,v
0,34,在,煎,煮,，,p,v,v,x
1,35,煎,煮,，,那,v,v,x,r
1,36,煮,，,那,是,v,x,r,v
1,37,，,那,是,药,x,r,v,n
1,38,那,是,药,水,r,v,n,n
0,39,是,药,水,在,v,n,n,p
1,40,药,水,在,浓,n,n,p,a
1,41,水,在,浓,缩,n,p,a,v
0,42,在,浓,缩,，,p,a,v,x
1,43,浓,缩,，,再,a,v,x,d
1,44,缩,，,再,过,v,x,d,ug
1,45,，,再,过,去,x,d,ug,v
0,46,再,过,去,是,d,ug,v,v
1,47,过,去,是,将,ug,v,v,d
1,48,去,是,将,几,v,v,d,m
1,49,是,将,几,种,v,d,m,m
0,50,将,几,种,药,d,m,m,n
1,51,几,种,药,物,m,m,n,zg
0,52,种,药,物,进,m,n,zg,v
1,53,药,物,进,行,n,zg,v,zg
0,54,物,进,行,调,zg,v,zg,v
1,55,进,行,调,配,v,zg,v,v
0,56,行,调,配,从,zg,v,v,p
1,57,调,配,从,生,v,v,p,vn
1,58,配,从,生,产,v,p,vn,n
0,59,从,生,产,线,p,vn,n,n
0,60,生,产,线,末,vn,n,n,f
1,61,产,线,末,端,n,n,f,v
0,62,线,末,端,出,n,f,v,v
1,63,末,端,出,来,f,v,v,v
0,64,端,出,来,的,v,v,v,uj
0,65,出,来,的,则,v,v,uj,d
1,66,来,的,则,是,v,uj,d,v
1,67,的,则,是,可,uj,d,v,v
1,68,则,是,可,直,d,v,v,d
1,69,是,可,直,接,v,v,d,v
0,70,可,直,接,服,v,d,v,v
1,71,直,接,服,用,d,v,v,p
0,72,接,服,用,的,v,v,p,uj
0,73,服,用,的,口,v,p,uj,q
1,74,用,的,口,服,p,uj,q,v
0,75,的,口,服,液,uj,q,v,ng
0,76,口,服,液,、,q,v,ng,x
1,77,服,液,、,冲,v,ng,x,v
1,78,液,、,冲,剂,ng,x,v,zg
0,79,、,冲,剂,和,x,v,zg,c
1,80,冲,剂,和,颗,v,zg,c,m
1,81,剂,和,颗,粒,zg,c,m,q
0,82,和,颗,粒,剂,c,m,q,zg
0,83,颗,粒,剂,。,m,q,zg,x
1,84,粒,剂,。,/s,q,zg,x,NAN
1,0,/s,/s,正,在,NAN,NAN,d,p
0,1,/s,正,在,生,NAN,d,p,vn
1,2,正,在,生,产,d,p,vn,n
0,3,在,生,产,的,p,vn,n,uj
0,4,生,产,的,糖,vn,n,uj,zg
1,5,产,的,糖,脉,n,uj,zg,ng
0,6,的,糖,脉,康,uj,zg,ng,nr
0,7,糖,脉,康,颗,zg,ng,nr,m
